,CIK,Name
5365,0001219573,SINGAPORE TECHNOLOGIES TELEMEDIA PTE LTD
5366,0001091561,SMITH ASSET MANAGEMENT GROUP LP
5367,0001471474,"STA Wealth Management, LLC"
5368,0000846633,"STRATEGIC INVESTMENT MANAGEMENT, LLC"
5369,0001766995,"SUMMIT WEALTH & RETIREMENT PLANNING, INC."
5370,0001728681,SYCOMORE ASSET MANAGEMENT
5371,0001544366,"Samalin Investment Counsel, LLC"
5372,0001486066,"Sawtooth Solutions, LLC"
5373,0001304229,SeaBridge Investment Advisors LLC
5374,0001728121,"SeaCrest Wealth Management, LLC"
5375,0001449126,Sigma Planning Corp
5376,0001299910,"Skylands Capital, LLC"
5377,0001811240,Souders Financial Advisors
5378,0001534843,"Spectrum Management Group, LLC"
5379,0001601489,"Stanley-Laman Group, Ltd."
5380,0001587973,"State of Tennessee, Treasury Department"
5381,0001509974,"Summit Asset Management, LLC"
5382,0001765536,"Summit Financial, LLC"
5383,0001632932,"Sunbelt Securities, Inc."
5384,0001315059,Suncoast Equity Management
5385,0001591505,"Swan Global Investments, LLC"
5386,0001633050,Swedbank
5387,0001317209,"TAURUS ASSET MANAGEMENT, LLC"
5388,0001176347,TEXAS TREASURY SAFEKEEPING TRUST CO
5389,0001145020,THORNBURG INVESTMENT MANAGEMENT INC
5391,0001743937,TOMS Capital Investment Management LP
5392,0001755911,Taikang Asset Management (Hong Kong) Co Ltd
5393,0001685364,"Trinity Wealth Management, LLC"
5394,0001728827,Trustees of Princeton University
5395,0000869178,VAN ECK ASSOCIATES CORP
5396,0001763138,VERITY Wealth Advisors
5397,0001730068,"VIRIDIAN RIA, LLC"
5398,0001686278,Vantis Investment Advisers L.P.
5399,0001698484,Varma Mutual Pension Insurance Co
5400,0001750557,"Vectors Research Management, LLC"
5401,0001766802,Velanne Asset Management Ltd
5403,0000072971,WELLS FARGO & COMPANY/MN
5404,0001276853,WILKINS INVESTMENT COUNSEL INC
5405,0001644956,"WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC"
5406,0001728657,"Wagner Wealth Management, LLC"
5407,0001639943,"WealthPLAN Partners, LLC"
5408,0001632968,Wealthquest Corp
5409,0001811613,"Wealthsimple US, Ltd."
5410,0001506073,"Wellington Shields & Co., LLC"
5411,0001506071,"Wellington Shields Capital Management, LLC"
5412,0001585822,"Winch Advisory Services, LLC"
5413,0001512415,"Windham Capital Management, LLC"
5414,0001731713,Windsor Group LTD
5417,0001732080,ADAMCAPITAL Gestao de Recursos Ltda.
5418,0001157765,AGF INVESTMENTS INC.
5419,0001591590,AGF Investments America Inc.
5420,0001479598,AGF Investments LLC
5422,0001109448,ALLIANCEBERNSTEIN L.P.
5424,0001122241,AMI INVESTMENT MANAGEMENT INC
5425,0001717977,AMS Capital Ltda
5426,0000813933,ANCHOR CAPITAL ADVISORS LLC
5427,0000717538,ARROW FINANCIAL CORP
5428,0001843747,"ARS Wealth Advisors, LLC"
5429,0001803084,Adams Wealth Management
5431,0001075444,Advanced Asset Management Advisors Inc
5432,0001759485,"Alera Investment Advisors, LLC"
5433,0001731358,"All Terrain Financial Advisors, LLC"
5437,0001535695,"Angeles Investment Advisors, LLC"
5438,0001600151,"Arete Wealth Advisors, LLC"
5439,0001733755,Arnhold LLC
5440,0001389082,"Arrow Capital Management, LLC"
5441,0001803291,"Asio Capital, LLC"
5442,0001221362,Avalon Investment & Advisory
5444,0001654599,"BEACON INVESTMENT ADVISORY SERVICES, INC."
5445,0000872162,BLACKHILL CAPITAL INC
5446,0001769578,"BLUE SQUARE ASSET MANAGEMENT, LLC"
5447,0001077583,BOWEN HANES & CO INC
5451,0000313807,BP PLC
5452,0001764694,BRANDYWINE OAK PRIVATE WEALTH LLC
5453,0001767040,"BROOKS, MOORE & ASSOCIATES, INC."
5454,0001078841,BRUNI J V & CO /CO
5455,0001586678,Balentine LLC
5456,0001352764,"Beaumont Financial Partners, LLC"
5457,0001790548,"Beck Bode, LLC 11-05-2020 13F-HR 1720336 Berman Capital Advisors, LLC"
5458,0001528593,Black Creek Investment Management Inc.
5459,0001664741,Brown University
5460,0001733510,"Burleson & Company, LLC"
5461,0000860828,CAPITAL ADVISORS INC/OK
5462,0001421224,CIBC World Markets Inc.
5463,0001364725,"CIM, LLC"
5464,0001688282,"CLEARLAKE CAPITAL GROUP, L.P."
5465,0001080071,COMPTON CAPITAL MANAGEMENT INC /RI
5466,0000048966,"COWEN AND COMPANY, LLC"
5467,0000039263,"CULLEN/FROST BANKERS, INC."
5468,0001140468,CYPRESS CAPITAL MANAGEMENT LLC
5473,0001399794,Choate Investment Advisors
5474,0001505896,"Coe Capital Management, LLC"
5475,0001633573,"Colony Family Offices, LLC"
5477,0001633969,Cryder Capital Partners LLP
5478,0001173460,DAIDO LIFE INSURANCE CO
5479,0001217541,DIAMOND HILL CAPITAL MANAGEMENT INC
5480,0001457494,"Delphi Management Partners VIII, L.L.C."
5483,0001379041,"Employers Holdings, Inc."
5485,0001607866,"FAGAN ASSOCIATES, INC."
5488,0001844831,FINANCIAL MANAGEMENT NETWORK INC
5489,0000816192,FIRST NATIONAL CORP /MA/ /ADV
5490,0001691766,"FLAGSHIP HARBOR ADVISORS, LLC"
5491,0000315066,FMR LLC
5492,0001533457,"FOX RUN MANAGEMENT, L.L.C."
5500,0001427261,"FundX Investment Group, LLC"
5502,0001540944,"GREATMARK INVESTMENT PARTNERS, INC."
5503,0001162170,GREENLEAF TRUST
5504,0001660694,"GSB Wealth Management, LLC"
5505,0000928568,GUYASUTA INVESTMENT ADVISORS INC
5507,0001542161,"Glaxis Capital Management, LLC"
5508,0001760076,"Global Strategic Investment Solutions, LLC"
5509,0001631775,"Godshalk Welsh Capital Management, Inc."
5510,0001844142,Goepper Burkhardt LLC
5511,0001845003,Golden State Equity Partners
5512,0001842881,Granger Management LLC
5513,0001843566,"Greenhouse Wealth Management, LLC"
5514,0001275880,HARBOUR INVESTMENT MANAGEMENT LLC
5515,0001802872,"HBC Financial Services, PLLC"
5516,0001803295,"HC Advisors, LLC"
5517,0001280051,HIGH POINTE CAPITAL MANAGEMENT LLC
5518,0000769963,HOWE & RUSLING INC
5521,0001360710,Hirtle Callaghan & Co LLC
5522,0001825292,"IAM Advisory, LLC"
5524,0001455495,"IMA Wealth, Inc."
5525,0001602237,IPG Investment Advisors LLC
5526,0001033427,IRIDIAN ASSET MANAGEMENT LLC/CT
5527,0001484043,ITHAKA GROUP LLC
5529,0000815917,JONES FINANCIAL COMPANIES LLLP
5530,0001689646,Jacobi Capital Management LLC
5532,0001418359,K.J. Harrison & Partners Inc
5533,0001052174,KDI CAPITAL PARTNERS LLC
5535,0001672067,"Kelman-Lazarov, Inc."
5536,0001731372,Kendall Capital Management
5537,0001050470,LSV ASSET MANAGEMENT
5538,0001641440,"Landmark Financial Advisors, LLC"
5539,0001842010,Laurel Wealth Planning LLC
5540,0001650150,"Lido Advisors, LLC"
5542,0001527570,Lingohr & Partner Asset Management GmbH
5543,0001800533,Lionsbridge Wealth Management LLC
5545,0001843558,"Lumature Wealth Partners, LLC"
5546,0001696656,MANAGED ACCOUNT SERVICES INC
5547,0001213206,MARATHON CAPITAL MANAGEMENT
5548,0001079930,MCMILLION CAPITAL MANAGEMENT INC
5550,0001632105,MITCHELL MCLEOD PUGH & WILLIAMS INC
5551,0001126735,MOGY JOEL R INVESTMENT COUNSEL INC
5552,0000869179,MONETTA FINANCIAL SERVICES INC
5553,0001633366,"MV CAPITAL MANAGEMENT, INC."
5554,0001578370,"Madrona Financial Services, LLC"
5555,0001387130,"Marble Harbor Investment Counsel, LLC"
5556,0001802473,"Marks Group Wealth Management, Inc"
5558,0001415912,Migdal Insurance & Financial Holdings Ltd.
5559,0001802994,"Mine & Arao Wealth Creation & Management, LLC."
5561,0001708759,"Mondrian Capital Management, LLC"
5562,0001582151,"NAPLES GLOBAL ADVISORS, LLC"
5563,0000810265,NEW YORK STATE COMMON RETIREMENT FUND
5564,0001141781,NICHOLS & PRATT ADVISERS LLP /MA
5565,0000869589,NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV
5566,0001737348,NUCLEO CAPITAL LTDA.
5567,0001802257,Nationwide Asset Management LLC
5570,0001722329,Newport Trust Co
5571,0001632097,"NorthRock Partners, LLC"
5572,0001760444,"Old North State Trust, LLC"
5574,0001696136,"Omnia Family Wealth, LLC"
5580,0000919219,PAYDEN & RYGEL
5581,0001110806,PHILADELPHIA TRUST CO
5582,0001555512,PRAGMA GESTAO DE PATRIMONIO LTD
5583,0000763212,PRIMECAP MANAGEMENT CO/CA/
5586,0001779040,"PSI Advisors, LLC"
5587,0001394866,"Penobscot Investment Management Company, Inc."
5589,0001596901,"Pettee Investors, Inc."
5590,0001408103,"Point View Wealth Management, Inc."
5591,0001504941,Portland Global Advisors LLC
5592,0001719883,Portsea Asset Management LLP
5593,0001837320,"Prospect Hill Management, LLC"
5594,0001368905,"Quantitative Advantage, LLC"
5595,0000740913,REAVES W H & CO INC
5596,0001688931,REDW Wealth LLC
5597,0001633903,RIVER & MERCANTILE LLC
5598,0000071259,ROTHSCHILD & CO ASSET MANAGEMENT US INC.
5599,0000906304,ROYCE & ASSOCIATES LP
5600,0001638081,RWC ASSET ADVISORS (US) LLC
5601,0001520478,RWC Asset Management LLP
5602,0001658020,Railway Pension Investments Ltd
5603,0001667553,"Rain Capital Management, LLC"
5604,0001731437,"Resource Management, LLC"
5605,0001690370,"Resources Investment Advisors, LLC."
5606,0001301540,"Rock Point Advisors, LLC"
5607,0001476804,Roundview Capital LLC
5608,0001692234,"Russell Investments Group, Ltd."
5609,0001603937,SCHNIEDERS CAPITAL MANAGEMENT LLC
5610,0001080197,SCHULHOFF & CO INC
5611,0001035350,"SECURIAN ASSET MANAGEMENT, INC"
5612,0000350894,SEI INVESTMENTS CO
5613,0001026081,SEIDMAN LAWRENCE B
5614,0001134283,"SEIZERT CAPITAL PARTNERS, LLC"
5615,0001697024,"SJA Financial Advisory, LLC"
5616,0000820124,SOUND SHORE MANAGEMENT INC /CT/
5617,0001751817,SP Asset Management
5618,0000900169,SPEECE THORSON CAPITAL GROUP INC
5619,0001106565,STALEY CAPITAL ADVISERS INC
5620,0000938076,STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM
5621,0001120048,STEGINSKY CAPITAL LLC
5622,0001134813,STEVENS CAPITAL MANAGEMENT LP
5624,0001714107,"Sage Capital Advisors,llc"
5625,0001762086,"Sage Financial Management Group, Inc."
5627,0001482688,Sageworth Trust Co
5631,0001818890,Sharp Capital Gestora de Recursos Ltda.
5632,0001696957,"SigFig Wealth Management, LLC"
5633,0001674486,Simmons Bank
5634,0001690295,"Sloy Dahl & Holst, LLC"
5635,0001533504,"Sompo Asset Management Co., Ltd."
5636,0001318293,"Spectrum Asset Management, Inc."
5638,0001389400,"Stockman Wealth Management, Inc."
5640,0001432539,"Strategic Financial Services, Inc,"
5641,0001008322,THOMPSON SIEGEL & WALMSLEY LLC
5642,0000947263,TORONTO DOMINION BANK
5643,0001785438,TPI Fund Managers Ltd
5645,0001562744,Tesco Pension Investment Ltd
5646,0001526246,"Titan Capital Management, LLC /CA"
5647,0001835976,"Treybourne Wealth Planners, Inc."
5648,0001555623,Trivest Advisors Ltd
5649,0001308001,"Tygh Capital Management, Inc."
5652,0001634047,"Vident Investment Advisory, LLC"
5654,0001750924,"VisionPoint Advisory Group, LLC"
5656,0001844873,"WAYCROSS PARTNERS, LLC"
5657,0001841015,WD RUTHERFORD LLC
5658,0000825217,"WHITENER CAPITAL MANAGEMENT, INC."
5659,0000049096,WINTRUST INVESTMENTS LLC
5660,0001266014,WRAPMANAGER INC
5661,0001600435,Wakefield Asset Management LLLP
5662,0001539919,Waratah Capital Advisors Ltd.
5663,0001632574,Ward Ferry Management (BVI) Ltd
5664,0001538338,"Wechter Feldman Wealth Management, Inc."
5665,0001738723,West Branch Capital LLC
5666,0001390063,"Westchester Capital Management, Inc."
5667,0001543100,"Windsor Capital Management, LLC"
5668,0001800465,"XML Financial, LLC"
5669,0000356264,1ST SOURCE BANK
5670,0001134152,ADELL HARRIMAN & CARPENTER INC
5671,0001818044,"AF Advisors, Inc."
5672,0001013536,"AJO, LP"
5674,0001454759,"APPLETON GROUP, LLC"
5675,0001766721,Aisling Capital Management LP
5677,0001353110,Aldebaran Financial Inc.
5680,0001369913,"American Investment Services, Inc."
5681,0001364615,"Aperio Group, LLC"
5683,0001316397,Aurora Investment Counsel
5684,0001831985,"Axiom Financial Strategies, LLC"
5686,0001643833,"BRASADA CAPITAL MANAGEMENT, LP"
5688,0000808362,Baker Hughes Holdings LLC
5689,0001793755,Banque Cantonale Vaudoise
5690,0001002672,Bell Bank
5691,0001361974,"Beutel, Goodman & Co Ltd."
5692,0001603276,"Bishop & Co Investment Management, LLC"
5695,0001364742,BlackRock Inc.
5696,0001632801,"Blue Chip Partners, Inc."
5697,0001409427,"Boston Common Asset Management, LLC"
5698,0001625244,C WorldWide Group Holding A/S
5699,0001730456,"CAPITAL WEALTH MANAGEMENT, LLC"
5700,0001168889,CARDEROCK CAPITAL MANAGEMENT INC
5701,0001666746,"CEDAR CAPITAL, LLC"
5702,0001832158,"CLAUDIA M.P. BATLLE, CRP (R) LLC"
5704,0001805250,CONSOLIDATED PLANNING CORP
5706,0001844480,"COWA, LLC"
5707,0001803277,"Capital Wealth Alliance, LLC"
5708,0001549275,Catalyst Capital Advisors LLC
5709,0001738726,Ceredex Value Advisors LLC
5711,0000896159,Chubb Ltd
5712,0001724134,"Claraphi Advisory Network, LLC"
5713,0001456133,"Convergence Investment Partners, LLC"
5714,0001770532,"Core Wealth Advisors, Inc."
5715,0001760145,"Costello Asset Management, INC"
5716,0001505639,"Crestview Partners II GP, L.P."
5717,0001703027,"Crestview Partners III GP, L.P."
5718,0001510668,Crystal Rock Capital Management
5719,0001825611,"Cypress Point Wealth Management, LLC"
5720,0001646821,"D'Orazio & Associates, Inc."
5721,0001596920,"D. SCOTT NEAL, INC."
5722,0001134288,DE BURLO GROUP INC
5723,0001384042,Dorsey & Whitney Trust CO LLC
5725,0001802743,"Element Wealth, LLC"
5727,0001315785,"Essex Financial Services, Inc."
5728,0001317733,"Exchange Capital Management, Inc."
5729,0001752045,"Exeter Financial, LLC"
5731,0000885415,"FOLGER NOLAN FLEMING DOUGLAS CAPITAL MANAGEMENT, INC"
5732,0001844393,"Financial Avengers, Inc."
5733,0001642058,"Financial Insights, Inc."
5735,0001385864,"Forward Management, LLC"
5736,0001447884,Fosun International Ltd
5737,0000932724,"GABELLI & Co INVESTMENT ADVISERS, INC."
5738,0001081407,GABELLI FUNDS LLC
5739,0000807249,"GAMCO INVESTORS, INC. ET AL"
5742,0001082917,"GW&K Investment Management, LLC"
5743,0001622852,Genovese Burford & Brothers Wealth & Retirement Plan Managem
5745,0001599562,"Granite Point Capital Management, L.P."
5746,0001710785,Green Court Capital Management Ltd
5747,0001184820,HOLDERNESS INVESTMENTS CO
5748,0001714964,Haafor (Singapore) Pte. Ltd.
5749,0000842941,Haverford Trust Co
5750,0001381843,HealthInvest Partners AB
5751,0001503269,Heathbridge Capital Management Ltd.
5752,0001831542,Hexagon Capital Partners LLC
5753,0001817652,Himension Fund
5754,0001671623,"Horan Securities, Inc."
5755,0001385925,"Horrell Capital Management, Inc."
5756,0001650135,Hosking Partners LLP
5758,0001619844,Hyperion Asset Management Ltd
5759,0001382646,"Ifrah Financial Services, Inc."
5760,0001415996,IndexIQ Advisors LLC
5761,0001749914,"Insight Wealth Strategies, LLC"
5762,0001664713,Intermede Investment Partners Ltd
5765,0001219037,JD CAPITAL MANAGEMENT LLC
5766,0000053417,JENNISON ASSOCIATES LLC
5767,0001767141,"JLP Asset Management, LLC"
5768,0001794198,JNB Advisors LLC
5770,0001549738,"JW Asset Management, LLC"
5771,0001767049,"Jackson Hole Capital Partners, LLC"
5772,0001841766,"KAVAR CAPITAL PARTNERS GROUP, LLC"
5773,0001629680,Karp Capital Management Corp
5774,0001787147,"Keebeck Alpha, LP"
5777,0001633389,"Koshinski Asset Management, Inc."
5778,0001297496,"LETKO, BROSSEAU & ASSOCIATES INC"
5780,0000059558,LINCOLN NATIONAL CORP
5783,0001551867,Litman Gregory Asset Management LLC
5784,0001473033,"Lubar & Co., Inc"
5785,0001096343,MARKEL CORP
5786,0000351051,MASSACHUSETTS INSTITUTE OF TECHNOLOGY
5791,0001765216,Magnus Financial Group LLC
5792,0001603001,"Malaga Cove Capital, LLC"
5793,0001701714,"McIlrath & Eck, LLC"
5794,0001599955,"Millennium TVP Management Co., LLC"
5796,0000872163,NAVELLIER & ASSOCIATES INC
5799,0001284208,NTV ASSET MANAGEMENT LLC
5800,0001633343,"Ninety One North America, Inc."
5801,0001491998,Ninety One SA (PTY) Ltd
5802,0001418329,Ninety One UK Ltd
5803,0001456227,NorthCoast Asset Management LLC
5804,0001686776,Northcape Capital Pty Ltd
5806,0001841359,Olympus Peak Asset Management LP
5807,0001323414,PACIFIC HEIGHTS ASSET MANAGEMENT LLC
5808,0000315014,PITCAIRN CO
5809,0001027796,PZENA INVESTMENT MANAGEMENT LLC
5810,0001731878,Paulson Wealth Management Inc.
5811,0001063497,"Pembroke Management, LTD"
5815,0001143565,RATIONAL ADVISORS LLC
5816,0001774086,RDA Financial Network
5817,0001281761,REGIONS FINANCIAL CORP
5818,0001744238,ROAM Global Management LP
5819,0001641652,ROPES WEALTH ADVISORS LLC
5821,0001384058,"Redwood Investments, LLC"
5822,0001642305,"Roble, Belko & Company, Inc"
5823,0001108524,"SALESFORCE.COM, INC."
5826,0001557485,"SNS Financial Group, LLC"
5827,0001234074,SPRUCEGROVE INVESTMENT MANAGEMENT LTD
5829,0001280043,SUMMITRY LLC
5831,0001844709,San Luis Wealth Advisors LLC
5832,0001767301,Semmax Financial Advisors Inc.
5833,0001766328,"Signet Investment Advisory Group, Inc."
5834,0001738728,Silvant Capital Management LLC
5835,0001605522,"St. Johns Investment Management Company, LLC"
5837,0001475365,"Sumitomo Mitsui Trust Holdings, Inc."
5838,0001625246,"Summit Financial Strategies, Inc."
5839,0001582202,Swiss National Bank
5840,0001811522,Sycale Advisors (NY) LLC
5841,0001691919,Symmetry Investments LP
5842,0001790153,TCF National Bank
5843,0001057439,THB ASSET MANAGEMENT
5844,0001271347,TIFF ADVISORY SERVICES INC
5845,0001071483,TODD ASSET MANAGEMENT LLC
5848,0001727762,Taylor Hoffman Wealth Management
5849,0001444874,"Teton Advisors, Inc."
5850,0001599511,"Tortoise Investment Management, LLC"
5852,0001597690,Trust Investment Advisors
5853,0001019231,UNIVERSITY OF TEXAS/TEXAS AM INVESTMENT MANAGMENT CO
5856,0001624050,"University of Maryland Foundation, Inc."
5857,0001524408,Van Berkom & Associates Inc.
5858,0001693809,"Vantage Financial Partners Ltd., Inc."
5859,0001597298,"Verity Asset Management, Inc."
5860,0000928566,WASHINGTON CAPITAL MANAGEMENT INC
5861,0001165805,WOODLEY FARRA MANION PORTFOLIO MANAGEMENT INC
5862,0001674705,William Marsh Rice University
5863,0001772875,Y-Intercept (Hong Kong) Ltd
5864,0001738071,Yong Rong (HK) Asset Management Ltd
5866,0001828776,"rhino investment partners, Inc"
5867,0001140038,ALLIANZ INVESTMENT MANAGEMENT LLC
5868,0001475483,AMERICAN SECURITIES LLC
5869,0001767513,ANDERSON FISHER LLC
5873,0001524828,"Acuitas Investments, LLC"
5876,0001629996,Alken Asset Management Ltd.
5877,0001739594,Altium Wealth Management LLC
5879,0001634208,Analyst IMS Investment Management Services Ltd.
5880,0001425165,Apriem Advisors
5881,0001005441,"Avantax Planning Partners, Inc."
5883,0001095952,BROADMARK ASSET MANAGEMENT LLC
5884,0001767863,BT Wealth Management LLC
5886,0001299939,BancorpSouth Bank
5890,0001660203,"BerganKDV Wealth Management, LLC"
5891,0001730808,Biechele Royce Advisors
5892,0001455176,"Biondo Investment Advisors, LLC"
5893,0001556218,Bollard Group LLC
5894,0001843495,"Bond & Devick Financial Network, Inc."
5898,0001567634,"Buckingham Capital Management, Inc."
5900,0001771169,"CCG WEALTH MANAGEMENT, LLC"
5901,0001841857,"CM Management, LLC"
5903,0001529389,"Cambria Investment Management, L.P."
5904,0001419186,"Cambridge Investment Research Advisors, Inc."
5905,0001800752,"Camden Capital, LLC"
5906,0001698068,"Capco Asset Management, LLC"
5907,0001631941,"Capital Planning Advisors, LLC"
5911,0001738887,"Community Capital Management, Inc."
5912,0001537319,"Community Financial Services Group, LLC"
5913,0001802225,"Copperleaf Capital, LLC"
5914,0000938077,"DOLIVER ADVISORS, LP"
5915,0001481045,Daiwa Securities Group Inc.
5916,0001478179,"Daniels&Tansey,LLP"
5917,0001757043,"Delta Investment Management, LLC"
5918,0001755933,Dougherty Wealth Advisers LLC
5919,0001698219,Doyle Wealth Management
5920,0001589115,"EMERGENCE GP PARTNERS, LLC"
5921,0001009254,EVERETT HARRIS & CO /CA/
5923,0001644128,"Ellevest, Inc."
5924,0001542611,"Executive Wealth Management, LLC"
5926,0000841802,FURE FINANCIAL CORP
5927,0001123320,Family Capital Trust Co
5928,0001729735,"Foresight Wealth Management, LLC"
5929,0001832190,"Founders Financial Alliance, LLC"
5930,0001573913,"Foundry Partners, LLC"
5931,0001613331,Fragasso Group Inc.
5932,0001598611,Friedenthal Financial
5934,0001820538,"Garrison Point Capital, LLC"
5935,0001642160,Glassman Wealth Services
5938,0001308668,"GuideStone Capital Management, LLC"
5939,0001484205,"HALBERT HARGROVE GLOBAL ADVISORS, LLC"
5941,0001697715,HCR Wealth Advisors
5942,0001595907,"HGI Capital Management, LLC"
5943,0001599746,"Hamilton Point Investment Advisors, LLC"
5944,0001730890,"Harborview Advisors, LLC"
5945,0001347683,"Haverford Financial Services, Inc."
5946,0001443077,INTACT INVESTMENT MANAGEMENT INC.
5949,0001802224,"JSF Financial, LLC"
5951,0001596906,"Keystone Financial Planning, Inc."
5953,0001673995,LA FINANCIERE DE L'ECHIQUIER
5956,0000022657,LOWE BROCKENBROUGH & CO INC
5958,0001686444,"LYELL WEALTH MANAGEMENT, LP"
5959,0001357993,"Lapides Asset Management, LLC"
5962,0001723925,"Legacy Financial Strategies, LLC"
5963,0001802474,"Lloyd Advisory Services, LLC."
5964,0001816635,Lowell Blake & Associates Inc.
5966,0000701189,MARSHALL FINANCIAL GROUP INC /ADV
5967,0000314986,MIAMI CORP
5968,0001764144,MIRSKY FINANCIAL MANAGEMENT CORP.
5969,0001795552,Maryland State Retirement & Pension System
5970,0001672512,Matson Money. Inc.
5971,0001568555,Monarch Partners Asset Management LLC
5972,0001262677,NOESIS CAPITAL MANGEMENT CORP
5973,0001093276,"NOTTINGHAM ADVISORS, INC."
5975,0001464811,"National Asset Management, Inc."
5976,0001631930,"Neumann Capital Management, LLC"
5977,0001546989,NewSquare Capital LLC
5979,0001768635,O'Brien Greene & Co. Inc
5981,0001492815,Oldfield Partners LLP
5984,0001802647,"Orion Portfolio Solutions, LLC"
5985,0001767151,"Outlook Wealth Advisors, LLC"
5986,0001128213,"PETTYJOHN, WOOD & WHITE, INC"
5987,0001008929,PRIO WEALTH LIMITED PARTNERSHIP
5988,0001792565,"Pavion Blue Capital, LLC"
5989,0001535227,"Peregrine Asset Advisers, Inc."
5991,0001353318,Progressive Investment Management Corp
5992,0001049050,RAU JOHN
5993,0001695582,"RB Capital Management, LLC"
5997,0001766596,RV Capital GmbH
5998,0001507683,"RWWM, Inc."
5999,0001840629,"Running Point Capital Advisors, LLC"
6001,0000710127,SEARLE & CO.
6002,0001317784,SFE Investment Counsel
6003,0001313360,"SG Americas Securities, LLC"
6004,0001085163,SIGMA INVESTMENT COUNSELORS INC
6005,0000831571,ST GERMAIN D J CO INC
6006,0001587836,"SVA Wealth Management, LLC"
6007,0001806668,"SVB Wealth Advisory, Inc."
6008,0001766156,"Salomon & Ludwin, LLC"
6009,0001653169,Sciencast Management LP
6010,0001315269,"Scott & Selber, Inc."
6011,0001697721,"Seafarer Capital Partners, LLC"
6015,0001543991,"Smith & Howard Wealth Management, LLC"
6016,0001566531,Spectrum Financial Alliance Ltd LLC
6017,0001719281,Spinnaker Capital LLC
6018,0001801868,Steel Peak Wealth Management LLC
6020,0001290668,"Sustainable Growth Advisers, LP"
6021,0001735925,"T Ventures Management Co, Ltd."
6022,0001254890,TAIYO LIFE INSURANCE CO
6023,0001787125,"TBH Global Asset Management, LLC"
6024,0001223779,TEXAS PERMANENT SCHOOL FUND
6025,0001732537,TLWM
6026,0001730322,"TRUSTCORE FINANCIAL SERVICES, LLC"
6032,0000920655,VALLEY FORGE INVESTMENT CONSULTANTS INC ADV
6033,0001021642,"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P."
6034,0001736982,"Vestmark Advisory Solutions, Inc."
6035,0001397424,"WBI INVESTMENTS, INC."
6039,0001548784,"WealthStone, Inc."
6042,0001656866,"20/20 Capital Management, Inc."
6043,0001720350,"7G CAPITAL MANAGEMENT, LLC"
6045,0001103139,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORP
6046,0000919489,ALLEN HOLDING INC /NY
6047,0001389544,ALLEN OPERATIONS LLC
6048,0001376113,ALPS ADVISORS INC
6049,0001093589,ALTA CAPITAL MANAGEMENT LLC/
6051,0001593440,"ATP Life Science Ventures, L.P."
6052,0001598841,"Advisors Preferred, LLC"
6053,0001326234,Allen Investment Management LLC
6054,0001680613,"Almanack Investment Partners, LLC."
6056,0001671207,"Atlas Venture Associates IX, LLC"
6057,0000750641,"BAILARD, INC."
6060,0000918504,BIRMINGHAM CAPITAL MANAGEMENT CO INC/AL
6062,0001021296,BROOKTREE CAPITAL MANAGEMENT
6065,0001697303,"Beirne Wealth Consulting Services, LLC"
6068,0001728120,Broad Peak Investment Holdings Ltd.
6070,0000823621,CAMBIAR INVESTORS LLC
6071,0001279936,CANTILLON CAPITAL MANAGEMENT LLC
6072,0001032814,CHECK CAPITAL MANAGEMENT INC/CA
6073,0001021926,CIBC Asset Management Inc
6075,0001447946,"CQS (US), LLC"
6079,0001508120,"Cohen Capital Management, Inc."
6080,0001761044,"Compton Wealth Advisory Group, LLC"
6081,0001486083,"Corundum Group, Inc."
6082,0001593038,Coyle Financial Counsel LLC
6083,0001406995,"Cutter & CO Brokerage, Inc."
6084,0001843991,"DB Wealth Management Group, LLC"
6085,0000859139,"DELPHI FINANCIAL GROUP, INC."
6086,0001750451,Discovery Value Fund
6087,0001508512,Drexel Morgan & Co.
6089,0001842296,"E Fund Management Co., Ltd."
6094,0001495703,"Emery Howard Portfolio Management, Inc."
6096,0001653199,FFT WEALTH MANAGEMENT LLC
6097,0001270764,FIDUCIARY COUNSELLING INC
6098,0001125727,FIRST INTERSTATE BANK
6099,0000810716,FLIPPIN BRUCE & PORTER INC
6100,0001009016,FORT WASHINGTON INVESTMENT ADVISORS INC /OH/
6101,0001037558,FOSTER DYKEMA CABOT & CO INC/MA
6106,0001697882,"Flaharty Asset Management, LLC"
6107,0001586052,"Focused Wealth Management, Inc"
6108,0001801892,Future Financial Wealth Managment LLC
6109,0001740839,GABLES CAPITAL MANAGEMENT INC.
6110,0000846222,GREENHAVEN ASSOCIATES INC
6111,0001362033,GSA CAPITAL PARTNERS LLP
6112,0001454423,Gabalex Capital Management LLC
6113,0001652103,Gratus Capital LLC
6115,0001140315,HARVEST MANAGEMENT LLC
6117,0001839497,Helikon Investments Ltd
6120,0001779789,"IEQ CAPITAL, LLC"
6121,0001673815,"INSTITUTIONAL & FAMILY ASSET MANAGEMENT, LLC"
6122,0001009022,INVESTMENT MANAGEMENT OF VIRGINIA LLC
6123,0001531964,Ibex Investors LLC
6124,0001812792,"Intrua Financial, LLC"
6125,0001742315,"J. L. Bainbridge & Co., Inc."
