,Unnamed: 0_x,edge_attr,cusip_x,value_x,amount_x,put_or_call_x,source,cik_x,report_date_x,year,std_value_x,Unnamed: 0_y,cusip_y,value_y,amount_y,put_or_call_y,target,cik_y,report_date_y,std_value_y,weight
7551243,34873,ABBVIE INC,00287Y109,2023.0,21948.0,No,MID ATLANTIC FINANCIAL MANAGEMENT INC/ADV,746504,2018-12-31,2018,-0.037760747793639804,131389,00287Y109,14847.0,161043.0,No,BRANDYWINE TRUST CO,1123803,2018-12-31,-0.0367606649141102,-0.037260706353875
65094686,246066,ABBOTT LABS,002824100,493.0,4502.0,No,"XML Financial, LLC",1800465,2020-12-31,2020,-0.03788006523014014,320064,002824100,275.0,2515.0,No,"TruWealth Advisors, LLC",1834985,2020-12-31,-0.037897066015210125,-0.03788856562267513
291384,90979,BANK OF AMERICA CORP,060505104,11087.0,437525.0,No,"Martin Investment Management, LLC",1511888,2017-12-31,2017,-0.03705388946394109,97921,060505104,239.0,8097.0,No,"Trellis Advisors, LLC",1722638,2017-12-31,-0.03789987348430425,-0.037476881474122675
74071313,54545,SPDR S&P 500 ETF TR (TR UNIT),78462F103,176.0,471.0,No,Farmers & Merchants Trust Co of Chambersburg PA,1697375,2020-12-31,2020,-0.037904786555218964,298391,78462F103,18445.0,49334.0,No,"Vivaldi Capital Management, LLC",1682021,2020-12-31,-0.036480073975202885,-0.03719243026521092
7551218,34873,ABBVIE INC,00287Y109,2023.0,21948.0,No,MID ATLANTIC FINANCIAL MANAGEMENT INC/ADV,746504,2018-12-31,2018,-0.037760747793639804,81449,00287Y109,1765.0,19148.0,No,"Stanley-Laman Group, Ltd.",1601489,2018-12-31,-0.03778086798881437,-0.03777080789122709
9094233,195210,PROLOGIS INC,74340W103,6741.0,114807.0,No,RMR Advisors LLC,1177132,2018-12-31,2018,-0.03739281337180413,274740,74340W103,348.0,5926.0,No,BANK OF NOVA SCOTIA,9631,2018-12-31,-0.03789137309176926,-0.037642093231786695
18101927,165231,MARATHON PETROLEUM CORP,56585A102,295.0,4998.0,No,HAVERFORD TRUST CO,842941,2018-12-31,2018,-0.03789550631015783,180081,56585A102,0.0,1.0,No,SYSTEMATIC FINANCIAL MANAGEMENT LP,1085936,2018-12-31,-0.03791851195967914,-0.037907009134918485
1774806,46623,AIR PRODS & CHEMS INC,009158106,28597.0,174284.0,No,"Freshford Capital Management, LLC",1459270,2017-12-31,2017,-0.03568836769065949,49328,009158106,2571.0,15667.0,No,COLDSTREAM CAPITAL MANAGEMENT INC,1082339,2017-12-31,-0.03771801187520701,-0.03670318978293324
65125237,13278,ABBVIE INC,00287Y109,1056.0,9856.0,No,Abundance Wealth Counselors,1767080,2020-12-31,2020,-0.03783615953291812,308837,00287Y109,52727.0,492090.0,No,Guinness Asset Management LTD,1409661,2020-12-31,-0.03380658354506925,-0.03582137153899369
7584210,196544,ABBVIE INC,00287Y109,232.0,2400.0,No,"Occidental Asset Management, LLC",1770994,2018-03-31,2018,-0.037900419381072546,260355,00287Y109,1650.0,17900.0,No,Gifford Fong Associates,1740316,2018-12-31,-0.03778983629286505,-0.0378451278369688
192587,98755,APPLE INC,037833100,258103.0,1674688.0,No,OREGON PUBLIC EMPLOYEES RETIREMENT FUND,1107314,2017-12-31,2017,-0.017790284304093653,150975,037833100,3029.0,17899.0,No,"Parker Investment Management, LLC",1672070,2017-12-31,-0.03768229462950952,-0.027736289466801588
7649153,221440,ALTRIA GROUP INC,02209S103,3485287.0,69440106.0,No,STATE STREET CORP,93751,2018-12-31,2018,0.23388247516969388,225016,02209S103,1145.0,23182.0,No,"Edgestream Partners, L.P.",1535061,2018-12-31,-0.03782921884543542,0.09802662816212923
8274741,18349,EXXON MOBIL CORP,30231G102,559.0,8200.0,No,PROSPECTOR PARTNERS LLC,1080380,2018-12-31,2018,-0.03787491820346758,183040,30231G102,437.0,6408.0,No,LITTLE HOUSE CAPITAL LLC,1748814,2018-12-31,-0.03788443240428656,-0.037879675303877064
65017393,232734,3M CO,88579Y101,213099.0,1219172.0,No,"AMERICAN INTERNATIONAL GROUP, INC.",5272,2020-12-31,2020,-0.021299932612761002,292920,88579Y101,6485.0,37097.0,No,PINNACLE FINANCIAL PARTNERS INC,1115055,2020-12-31,-0.03741277759647347,-0.029356355104617236
7694805,9009,APPLE INC,037833100,44252.0,280537.0,No,BURNEY CO/,940445,2018-12-31,2018,-0.034467508560977966,256743,037833100,546.0,3462.0,No,"RHS Financial, LLC",1766514,2018-12-31,-0.037875932011751566,-0.03617172028636477
1570727,49905,MICROSOFT CORP,594918104,86960.0,1016602.0,No,BRISTOL JOHN W & CO INC /NY/,276101,2017-12-31,2017,-0.03113691439231373,60348,594918104,70162.0,820223.0,No,3G Capital Partners LP,1421669,2017-12-31,-0.03244691066573374,-0.03179191252902373
60176773,170612,VALLEY NATL BANCORP,919794107,28.0,2456.0,No,Raab & Moskowitz Asset Management LLC,1616664,2019-12-31,2019,-0.037916328372605924,218950,919794107,0.0,1.0,No,SYSTEMATIC FINANCIAL MANAGEMENT LP,1085936,2019-12-31,-0.03791851195967914,-0.03791742016614253
7499005,12707,3M CO,88579Y101,1284.0,6741.0,No,"NEXT Financial Group, Inc",1616654,2018-12-31,2018,-0.03781837889532199,45052,88579Y101,2353.0,12363.0,No,H D Vest Advisory Services,1303042,2018-12-31,-0.03773501266027699,-0.03777669577779949
62356305,90381,MEDNAX INC,58502B106,108382.0,3900025.0,No,"P2 Capital Partners, LLC",1406313,2019-12-31,2019,-0.02946631431080382,226028,58502B106,1059.0,38100.0,No,OMERS ADMINISTRATION Corp,1053321,2019-12-31,-0.03783592557716028,-0.03365111994398205
33915639,212395,VANGUARD INDEX FDS (TOTAL STK MKT),922908769,165199.0,1009650.0,No,"AEGON USA Investment Management, LLC",1454937,2019-12-31,2019,-0.025035426213000228,241839,922908769,2935.0,17935.0,No,Alpha Omega Wealth Management LLC,1665633,2019-12-31,-0.037689625243255295,-0.03136252572812776
66123652,236861,AMAZON COM INC,023135106,1628.0,500.0,No,BRANDYWINE TRUST CO,1123803,2020-12-31,2020,-0.03779155196842257,318498,023135106,10262.0,3150.0,No,David J Yvars Group,1836266,2020-12-31,-0.037118227297348136,-0.03745488963288535
11558605,182682,FREEPORT-MCMORAN INC (CL B),35671D857,337.0,32900.0,No,GLOBAL STRATEGIC MANAGEMENT INC,1413303,2018-12-31,2018,-0.037892230929548014,204101,35671D857,97563.0,9462.0,No,Rehmann Capital Advisory Group,1633037,2018-12-31,-0.03031003675884115,-0.03410113384419458
67383717,47694,BK OF AMERICA CORP,060505104,636.0,20987.0,No,ALBION FINANCIAL GROUP /UT,1054677,2020-12-31,2020,-0.03786891333901625,73472,060505104,56041.0,1848918.0,No,"BASSWOOD CAPITAL MANAGEMENT, L.L.C.",1085393,2020-12-31,-0.03354814041790447,-0.035708526878460364
66697897,172029,APPLE INC,037833100,202.0,1520.0,No,HARVEST MANAGEMENT LLC,1140315,2020-12-31,2020,-0.037902758938650985,253515,037833100,411.0,3099.0,No,"RFG HOLDINGS, INC.",1845210,2020-12-31,-0.03788646002085454,-0.03789460947975276
65173412,225145,ABBVIE INC,00287Y109,1656.0,15456.0,No,Wolf Group Capital Advisors,1579111,2020-12-31,2020,-0.037789368381349366,226859,00287Y109,569.0,5310.0,No,"Founders Financial Alliance, LLC",1832190,2020-12-31,-0.03787413835094143,-0.0378317533661454
49709217,18056,CITIGROUP INC (COM NEW),172967424,23967.0,300000.0,No,No Street GP LP,1765774,2019-12-31,2019,-0.036049439410265074,176637,172967424,55.0,685.0,No,First Personal Financial Services,1633869,2019-12-31,-0.037914222770785336,-0.036981831090525205
24305145,45917,EXXON MOBIL CORP,30231G102,814.0,11666.0,No,"Pavion Blue Capital, LLC",1792565,2019-12-31,2019,-0.03785503196405085,256437,30231G102,268.0,3835.0,No,Fort Sheridan Advisors LLC,1606666,2019-12-31,-0.03789761191197842,-0.037876321938014636
20424389,179797,APPLE INC,037833100,4405.0,15000.0,No,MONETTA FINANCIAL SERVICES INC,869179,2019-12-31,2019,-0.037574986921911836,221728,037833100,157690.0,537000.0,No,"COWEN AND COMPANY, LLC",48966,2019-12-31,-0.025621017474883243,-0.03159800219839754
962648,52702,MGM RESORTS INTERNATIONAL,552953101,3339.0,100000.0,No,Bronson Point Management LLC,1511826,2017-12-31,2017,-0.03765811920119899,133575,552953101,237.0,7097.0,No,"Pineno Levin & Ford Asset Management, Inc.",1390205,2017-12-31,-0.03790002945480948,-0.03777907432800423
12909,128352,3M CO,88579Y101,310.0,1319.0,No,"GM Advisory Group, Inc.",1598304,2017-12-31,2017,-0.03789433653136861,150228,88579Y101,12233.0,51975.0,No,ONTARIO TEACHERS PENSION PLAN BOARD,937567,2017-12-31,-0.03696451836444476,-0.037429427447906685
21762277,748,AT&T INC,00206R102,106.0,2710.0,No,WETHERBY ASSET MANAGEMENT INC,1279627,2019-12-31,2019,-0.03791024552290199,125716,00206R102,6477.0,165735.0,No,"BBVA USA Bancshares, Inc.",1409775,2019-12-31,-0.03741340147849439,-0.03766182350069819
65090351,236858,ABBOTT LABS,002824100,15114.0,138044.0,No,BRANDYWINE TRUST CO,1123803,2020-12-31,2020,-0.03673984285166211,320064,002824100,275.0,2515.0,No,"TruWealth Advisors, LLC",1834985,2020-12-31,-0.037897066015210125,-0.03731845443343612
19629911,79529,ABBVIE INC,00287Y109,597.0,6747.0,No,SMITH SHELLNUT WILSON LLC /ADV,944317,2019-12-31,2019,-0.03787195476386822,123656,00287Y109,8854.0,100000.0,No,Varma Mutual Pension Insurance Co,1698484,2019-12-31,-0.03722803053302949,-0.037549992648448854
15289060,138846,WD-40 CO,929236107,201.0,1100.0,No,WAGNER BOWMAN MANAGEMENT CORP,1259671,2018-12-31,2018,-0.0379028369239036,149218,929236107,86382.0,471362.0,No,DIMENSIONAL FUND ADVISORS LP,354204,2018-12-31,-0.031181989868324968,-0.03454241339611429
51523,141137,ABBVIE INC,00287Y109,205.0,2125.0,No,"Bedell Frazier Investment Counseling, LLC",1388142,2017-12-31,2017,-0.03790252498289314,151768,00287Y109,290.0,3000.0,No,PROFESSIONAL ADVISORY SERVICES INC,894205,2017-12-31,-0.0378958962364209,-0.03789921060965702
17389330,55339,OSIRIS THERAPEUTICS INC NEW,68827R108,8063.0,597264.0,No,"Cloverdale Capital Management, LLC",1635925,2018-12-31,2018,-0.037289716867847635,143772,68827R108,228.0,16900.0,No,"ExodusPoint Capital Management, LP",1736225,2018-12-31,-0.037900731322083006,-0.037595224094965324
20301146,100309,APPLE INC,037833100,33016.0,112434.0,No,"Nan Shan Life Insurance Co., Ltd.",1730464,2019-12-31,2019,-0.03534375085935558,114321,037833100,239.0,814.0,No,"AIGEN INVESTMENT MANAGEMENT, LP",1741224,2019-12-31,-0.03789987348430425,-0.036621812171829915
162074,569,APPLE INC,037833100,5095.0,30107.0,No,WETHERBY ASSET MANAGEMENT INC,1279627,2017-12-31,2017,-0.03752117709760776,60156,037833100,522.0,3085.0,No,"Bridgeworth, LLC",1691804,2017-12-31,-0.03787780365781432,-0.03769949037771104
165068,15422,APPLE INC,037833100,58505.0,345714.0,No,"People's United Financial, Inc.",1378946,2017-12-31,2017,-0.0333559847554621,174059,037833100,13538.0,80000.0,No,Ionic Capital Management LLC,1386462,2017-12-31,-0.03686274760978271,-0.035109366182622406
12106537,21321,ISHARES TR (MSCI EMG MKT ETF),464287234,2930.0,75000.0,No,"Manatuck Hill Partners, LLC",1467902,2018-12-31,2018,-0.037690015169518365,220264,464287234,2530.0,64778.0,No,Providence First Trust Co,1713735,2018-12-31,-0.0377212092705642,-0.03770561222004128
65199351,252783,ABBVIE INC,00287Y109,2017.0,18827.0,No,"Jackson Hole Capital Partners, LLC",1767049,2020-12-31,2020,-0.03776121570515549,288791,00287Y109,260027.0,2461678.0,No,AQR CAPITAL MANAGEMENT LLC,1167557,2020-12-31,-0.01764024067806317,-0.02770072819160933
7618918,16254,ALTRIA GROUP INC,02209S103,425.0,8614.0,No,"Ellis Investment Partners, LLC",1765590,2018-12-31,2018,-0.03788536822731793,141777,02209S103,454.0,9183.0,No,"Miracle Mile Advisors, LLC",1585859,2018-12-31,-0.03788310665499211,-0.037884237441155016
12866465,226759,MICROSOFT CORP,594918104,706.0,6952.0,No,"Ackerman Capital Advisors, LLC",1699506,2018-12-31,2018,-0.03786345437133323,253464,594918104,554.0,5458.0,No,HERSHEY TRUST CO,908551,2018-12-31,-0.037875308129730646,-0.037869381250531936
59294176,79933,CARDLYTICS INC,14161W105,230.0,3660.0,No,"TOKIO MARINE & NICHIDO FIRE INSURANCE CO., LTD",98561,2019-12-31,2019,-0.03790057535157778,89995,14161W105,17154.0,272900.0,No,BRIGHTLIGHT CAPITAL MANAGEMENT LP,1802838,2019-12-31,-0.03658075293632833,-0.03724066414395305
16479,150154,3M CO,88579Y101,566.0,2405.0,No,Cambridge Advisors Inc.,1633695,2017-12-31,2017,-0.037874372306699274,155526,88579Y101,65.0,275.0,No,TD Capital Management LLC,1483824,2017-12-31,-0.03791344291825919,-0.03789390761247923
54126,153050,ABBVIE INC,00287Y109,10841.0,112098.0,No,"Ashfield Capital Partners, LLC",1398103,2017-12-31,2017,-0.03707307383608428,176937,00287Y109,4798.0,49608.0,No,Hardman Johnston Global Advisors LLC,1006364,2017-12-31,-0.037544338717634296,-0.03730870627685929
20205822,13656,APPLE INC,037833100,3784.0,12887.0,No,"Investors Financial Group, LLC",1800535,2019-12-31,2019,-0.0376234157637855,205501,037833100,1378.0,4692.0,No,"Flaharty Asset Management, LLC",1697882,2019-12-31,-0.03781104828157622,-0.03771723202268086
66305799,18315,AMGEN INC,031162100,575.0,2499.0,No,"Wellspring Financial Advisors, LLC",1811308,2020-12-31,2020,-0.037873670439425744,180123,031162100,6276.0,27299.0,No,Varma Mutual Pension Insurance Co,1698484,2020-12-31,-0.037429076514269924,-0.037651373476847834
3984752,141177,SYMANTEC CORP,871503108,3232.0,115190.0,No,"Bedell Frazier Investment Counseling, LLC",1388142,2017-12-31,2017,-0.03766646362322876,199596,871503108,200623.0,7149773.0,No,KENSICO CAPITAL MANAGEMENT CORP,1113000,2017-12-31,-0.022272876624380725,-0.02996967012380474
65207325,267317,ABBVIE INC,00287Y109,10417.0,97219.0,No,"Ashfield Capital Partners, LLC",1398103,2020-12-31,2020,-0.03710613958319287,308837,00287Y109,52727.0,492090.0,No,Guinness Asset Management LTD,1409661,2020-12-31,-0.03380658354506925,-0.03545636156413106
20059433,42306,ALTRIA GROUP INC,02209S103,7835.0,156977.0,No,"Point72 Asset Management, L.P.",1603466,2019-12-31,2019,-0.037307497505443765,188406,02209S103,328.0,6579.0,No,"Granite Investment Partners, LLC",1542266,2019-12-31,-0.03789293279682155,-0.037600215151132654
559295,43639,EXXON MOBIL CORP,30231G102,237.0,2833.0,No,"Colorado Capital Management, Inc.",1664147,2017-12-31,2017,-0.03790002945480948,151789,30231G102,1130.0,13512.0,No,PROFESSIONAL ADVISORY SERVICES INC,894205,2017-12-31,-0.037830388624224644,-0.03786520903951706
18827,156630,3M CO,88579Y101,750.0,3186.0,No,"OBERMEYER WOOD INVESTMENT COUNSEL, LLLP",1349654,2017-12-31,2017,-0.03786002302021819,182220,88579Y101,339.0,1441.0,No,ALPHA WINDWARD LLC,1353219,2017-12-31,-0.03789207495904279,-0.037876048989630484
77676192,128948,Abbott Laboratories,002824100,446.0,4075.0,No,WEDGE CAPITAL MANAGEMENT L L P/NC,1015308,2020-12-31,2020,-0.03788373053701303,287841,002824100,237.0,2167.0,No,"Northern Capital Management, Inc.",1581794,2020-12-31,-0.03790002945480948,-0.03789187999591125
70649336,176787,ISHARES TR (RUSSELL 2000 ETF),464287655,783.0,3994.0,No,"NORTHWEST WEALTH MANAGEMENT, LLC",1695344,2020-12-31,2020,-0.037857449506881906,185054,464287655,4294.0,21900.0,No,"RK Capital Management, LLC",1426266,2020-12-31,-0.037583643284952055,-0.03772054639591698
19559612,167009,3M CO,88579Y101,442.0,2503.0,No,Dynamic Advisor Solutions LLC,1599747,2019-12-31,2019,-0.03788404247802348,326633,88579Y101,1759.0,9971.0,No,Vestcor Investment Management Corp,1536925,2019-12-31,-0.03778133590033006,-0.037832689189176774
9357,90908,3M CO,88579Y101,1954.0,8300.0,No,"SUMMIT SECURITIES GROUP, LLC",1531593,2017-12-31,2017,-0.03776612877607021,155013,88579Y101,1971.0,8376.0,No,"DRW Securities, LLC",1481986,2017-12-31,-0.03776480302677576,-0.03776546590142299
20423224,177878,APPLE INC,037833100,7544.0,24230.0,No,"180 WEALTH ADVISORS, LLC",1730817,2019-12-31,2019,-0.03733019121395461,308492,037833100,14140.0,48151.0,No,"GFG Capital, LLC",1638520,2019-12-31,-0.03681580048770872,-0.037072995850831666
7535302,231235,3M CO,88579Y101,34408.0,180580.0,No,Hikari Power Ltd,1606152,2018-12-31,2018,-0.035235195387716065,273567,88579Y101,454.0,2384.0,No,Campbell Wealth Management,1736648,2018-12-31,-0.03788310665499211,-0.03655915102135408
19674134,188338,ABBVIE INC,00287Y109,7019.0,92700.0,No,"Bedell Frazier Investment Counseling, LLC",1388142,2019-12-31,2019,-0.03737113347157728,326430,00287Y109,238.0,2693.0,No,"Game Plan Financial Advisors, LLC",1802952,2019-12-31,-0.03789995146955686,-0.037635542470567065
64923399,133383,ALEXION PHARMACEUTICALS INC,015351109,922.0,5898.0,No,OSSIAM,1767471,2020-12-31,2020,-0.037846609556768475,247673,015351109,1.0,9.0,No,"Ironwood Financial, llc",1630360,2020-12-31,-0.03791843397442652,-0.0378825217655975
20307506,102612,APPLE INC,037833100,306.0,1040.0,No,"Briaud Financial Planning, Inc",1800586,2019-12-31,2019,-0.03789464847237907,177770,037833100,2181.0,7426.0,No,"Pineno Levin & Ford Asset Management, Inc.",1390205,2019-12-31,-0.0377484261237267,-0.03782153729805288
20127984,49139,AMERICAN EXPRESS CO,025816109,14897.0,119667.0,No,TPI Fund Managers Ltd,1785438,2019-12-31,2019,-0.03675676565147948,163978,025816109,300.0,2411.0,No,"Meridian Wealth Advisors, LLC",1768095,2019-12-31,-0.037895116383894756,-0.03732594101768712
10710413,192218,CITIGROUP INC (COM NEW),172967424,690712.0,13267608.0,No,HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,1164833,2018-12-31,2018,0.015946837844254796,271744,172967424,2502.0,48068.0,No,"Hammer Asset Management, LLC",1749890,2018-12-31,-0.037723392857637414,-0.010888277506691309
9307065,157821,VERIZON COMMUNICATIONS INC,92343v104,7918.0,140834.0,No,"GoodHaven Capital Management, LLC",1542300,2018-12-31,2018,-0.03730102472947675,162377,92343V104,4412.0,78767.0,No,"Brown Advisory Securities, LLC",1389479,2018-12-31,-0.03757444102514353,-0.03743773287731014
65030061,298144,3M CO,88579Y101,1171.0,6697.0,No,"Vivaldi Capital Management, LLC",1682021,2020-12-31,2020,-0.03782719122886744,335907,88579Y101,350.0,2000.0,No,"Private Wealth Strategies, L.L.C.",1803189,2020-12-31,-0.037891217121264024,-0.03785920417506573
70789168,135176,JOHNSON & JOHNSON,478160104,4585.0,29134.0,No,Constitution Capital LLC,1845531,2020-12-31,2020,-0.037560949576441204,136946,478160104,53951.0,342808.0,No,"FAIRVIEW CAPITAL INVESTMENT MANAGEMENT, LLC",1056549,2020-12-31,-0.03371112959586898,-0.03563603958615509
191,485,3M CO,88579Y101,3363.0,14290.0,No,WETHERBY ASSET MANAGEMENT INC,1279627,2017-12-31,2017,-0.037656247555136246,19421,88579Y101,296433.0,1259432.0,No,ALLIANCEBERNSTEIN L.P.,1109448,2017-12-31,-0.014801109571376128,-0.026228678563256187
66650225,128544,APPLE INC,037833100,21193.0,159716.0,No,ANDERSON HOAGLAND & CO,791191,2020-12-31,2020,-0.036265770501017966,253515,037833100,411.0,3099.0,No,"RFG HOLDINGS, INC.",1845210,2020-12-31,-0.03788646002085454,-0.03707611526093625
31503720,78637,SPDR S&P 500 ETF TR (TR UNIT),78462F103,3831.0,11901.0,No,"WADDELL & ASSOCIATES, LLC",1776757,2019-12-31,2019,-0.03761975045691261,122961,78462F103,42276.0,131348.0,No,"SNS Financial Group, LLC",1557485,2019-12-31,-0.03462160742014441,-0.03612067893852851
7717060,44989,APPLE INC,037833100,2460.0,15598.0,No,"BHK Investment Advisors, LLC",1710539,2018-12-31,2018,-0.037726668238247225,179257,037833100,5554.0,35211.0,No,"Wills Financial Group, Inc.",1525109,2018-12-31,-0.03748538186665766,-0.037606025052452446
66942834,255553,APPLE INC,037833100,2381.0,17944.0,No,Center For Asset Management LLC,1844878,2020-12-31,2020,-0.03773282907320378,310112,037833100,23070.0,173866.0,No,Harbor Island Capital LLC,1730580,2020-12-31,-0.03611939218186037,-0.03692611062753207
35674,31076,ABBVIE INC,00287Y109,665104.0,6877304.0,No,BANK OF AMERICA CORP /DE/,70858,2017-12-31,2017,0.01394979149530018,142033,00287Y109,264.0,2730.0,No,Ahrens Investment Partners LLC,1698481,2017-12-31,-0.03789792385298888,-0.011974066178844351
88377,88620,AFLAC INC,001055102,1479.0,16852.0,No,Lingohr & Partner Asset Management GmbH,1527570,2017-12-31,2017,-0.03780317177106215,103271,001055102,4770.0,54344.0,No,TOTH FINANCIAL ADVISORY CORP,866780,2017-12-31,-0.03754652230470751,-0.03767484703788483
7366,55428,3M CO,88579Y101,3888.0,16518.0,No,"TCTC Holdings, LLC",1483870,2017-12-31,2017,-0.03761530529751358,125950,88579Y101,3126.0,13281.0,No,"BEACON INVESTMENT ADVISORY SERVICES, INC.",1654599,2017-12-31,-0.037674730060005907,-0.037645017678759746
20258575,69370,APPLE INC,037833100,16754.0,57056.0,No,Financial Enhancement Group LLC,1641438,2019-12-31,2019,-0.036611947037374165,205593,037833100,2030.0,68955.0,No,Retirement Network,1777817,2019-12-31,-0.0377602018968715,-0.03718607446712283
77118223,217258,JANUS HENDERSON GROUP PLC (ORD SHS),G4474Y214,76.0,2265.0,No,BANK OF MONTREAL /CAN/,927971,2020-12-31,2020,-0.037912585080480427,241383,G4474Y214,997047.0,30668922.0,No,"Dai-Ichi Life Holdings, Inc.",948518,2020-12-31,0.03983645020394755,0.0009619325617335611
79471585,126373,TPG PACE BEN FIN CORP (CL A COM),G8990D125,479.0,18500.0,No,Yaupon Capital Management LP,1755028,2020-12-31,2020,-0.03788115702367675,308832,G8990D125,47899.0,1851509.0,No,Newbrook Capital Advisors LP,1389875,2020-12-31,-0.03418309634469253,-0.03603212668418464
12073699,90232,ISHARES TR (MSCI EAFE ETF),464287465,15013.0,255417.0,No,"LGL PARTNERS, LLC",1653202,2018-12-31,2018,-0.03674771936217618,189682,464287465,345.0,5870.0,No,Hardman Johnston Global Advisors LLC,1006364,2018-12-31,-0.0378916070475271,-0.03731966320485164
23004294,114393,BOEING CO,097023105,3325.0,10206.0,No,"AIGEN INVESTMENT MANAGEMENT, LP",1741224,2019-12-31,2019,-0.0376592109947356,168736,097023105,9957.0,30566.0,No,FRANKLIN STREET ADVISORS INC /NC,1010873,2019-12-31,-0.037142012799395586,-0.03740061189706559
65076101,184441,ABBOTT LABS,002824100,893.0,8156.0,No,Kerntke Otto McGlone Wealth Management Group,1804116,2020-12-31,2020,-0.0378488711290943,241699,002824100,414.0,3788.0,No,WealthTrust Axiom LLC,1425949,2020-12-31,-0.037886226065096694,-0.0378675485970955
733289,204840,HOME DEPOT INC,437076102,233.0,1424.0,No,"Ackerman Capital Advisors, LLC",1699506,2017-12-31,2017,-0.037900341395819936,209291,437076102,12193.0,64332.0,No,Crystal Rock Capital Management,1510668,2017-12-31,-0.036967637774549346,-0.03743398958518464
13725467,36310,SPDR S&P 500 ETF TR (TR UNIT),78462F103,52967.0,211936.0,No,COBBLESTONE CAPITAL ADVISORS LLC /NY/,1033505,2018-12-31,2018,-0.033787867084441744,226619,78462F103,102084.0,408466.0,No,BROADMARK ASSET MANAGEMENT LLC,1095952,2018-12-31,-0.029957465431770556,-0.03187266625810615
20119589,79678,AMAZONCOM INC,023135106,447.0,242.0,No,"Covenant Multifamily Offices, LLC",1599749,2019-12-31,2019,-0.03788365255176041,118568,023135106,1403.0,759.0,No,RNC CAPITAL MANAGEMENT LLC,51762,2019-12-31,-0.03780909865026086,-0.03784637560101063
20296185,89970,APPLE INC,037833100,328.0,1117.0,No,"Lee Financial Group Hawaii, Inc.",837980,2019-12-31,2019,-0.03789293279682155,168681,037833100,9690000.0,33000.0,No,Crake Asset Management LLP,1789082,2019-12-31,0.7177585858757716,0.339932826539475
65892274,318497,ALPHABET INC (CAP STK CL C),02079K107,247.0,141.0,No,David J Yvars Group,1836266,2020-12-31,2020,-0.03789924960228333,320178,02079K107,2341.0,1336.0,No,WASHINGTON CAPITAL MANAGEMENT INC,928566,2020-12-31,-0.037735948483308364,-0.037817599042795844
40722004,84480,WELLS FARGO CO NEW,949746101,94299.0,1752771.0,No,AMERICAN ASSETS INC,885118,2019-12-31,2019,-0.030564580623375196,219631,949746101,5077.0,94359.0,No,"Hillman Capital Management, Inc.",1314620,2019-12-31,-0.037522580832154824,-0.03404358072776501
20431953,181443,APPLE INC,037833100,2617.0,8178.0,No,"VIVID FINANCIAL MANAGEMENT, INC.",1802911,2019-12-31,2019,-0.037714424553586735,234947,037833100,16798.0,57205.0,No,Harbor Island Capital LLC,1730580,2019-12-31,-0.03660851568625913,-0.037161470119922935
25420,187346,3M CO,88579Y101,915.0,3888.0,No,Rehmann Capital Advisory Group,1633037,2017-12-31,2017,-0.03784715545353678,187585,88579Y101,320.0,1360.0,No,"Capital Investment Advisory Services, LLC",1659203,2017-12-31,-0.03789355667884246,-0.03787035606618962
19544551,44805,3M CO,88579Y101,44173.0,250387.0,No,Treasurer of the State of North Carolina,1761054,2019-12-31,2019,-0.03447366939593452,203116,88579Y101,217.0,1231.0,No,Jentner Corp,1695908,2019-12-31,-0.03790158915986177,-0.03618762927789815
24381782,177703,EXXON MOBIL CORP,30231G102,420.0,6026.0,No,"Provident Wealth Management, LLC",1799797,2019-12-31,2019,-0.03788575815358101,205253,30231G102,2275.0,32600.0,No,Grassi Investment Management,1608531,2019-12-31,-0.03774109550998093,-0.03781342683178097
65219903,303163,ABBVIE INC,00287Y109,8934483.0,83383.0,No,"Freestone Capital Holdings, LLC",1470876,2020-12-31,2020,0.6588394017761486,308837,00287Y109,52727.0,492090.0,No,Guinness Asset Management LTD,1409661,2020-12-31,-0.03380658354506925,0.3125164091155397
9758251,130321,AMAZON COM INC,023135106,17498.0,11650.0,No,Antipodean Advisors LLC,1512566,2018-12-31,2018,-0.03655392600942891,193860,023135106,772.0,514.0,No,"LETKO, BROSSEAU & ASSOCIATES INC",1297496,2018-12-31,-0.03785830734466067,-0.03720611667704479
67073460,125551,ARCHER DANIELS MIDLAND CO,039483102,1954.0,38754.0,No,"Pearl River Capital, LLC",1714260,2020-12-31,2020,-0.03776612877607021,179280,039483102,2107.0,41798.0,No,"CBOE Vest Financial, LLC",1709632,2020-12-31,-0.03775419703242018,-0.03776016290424519
37327946,225737,ALIBABA GROUP HLDG LTD (SPONSORED ADS),01609W102,95445.0,450000.0,No,Artal Group S.A.,1053906,2019-12-31,2019,-0.03047520952387887,287967,01609W102,1000.0,6.0,No,"Sowa Financial Group, Inc.",1806226,2019-12-31,-0.03784052670706454,-0.0341578681154717
45878506,73942,MONDELEZ INTL INC (CL A),609207105,4544.0,82495.0,No,CULBERTSON A N & CO INC,1224890,2019-12-31,2019,-0.037564146971798405,184355,609207105,140265.0,2546564.0,No,"HILLHOUSE CAPITAL ADVISORS, LTD.",1762304,2019-12-31,-0.026979910501692603,-0.032272028736745506
